"Taxon","combinations","pval"
"UniRef90_A0A133ZXA4","ev_complete_uniref_Healthy-CIvsHealthy-CF",0.0346196761552714
"UniRef90_A0A241Q1Z2","ev_complete_uniref_Healthy-CIvsHealthy-CF",0.00238894607015198
"UniRef90_A0A246EGZ2","ev_complete_uniref_Healthy-CIvsHealthy-CF",0.0383551713731846
"UniRef90_A0A2B7YY17","ev_complete_uniref_Healthy-CIvsHealthy-CF",0.00837755751660232
"UniRef90_A0A2N6TM57","ev_complete_uniref_Healthy-CIvsHealthy-CF",0.0260967258269218
"UniRef90_A0A2N8NDD8","ev_complete_uniref_Healthy-CIvsHealthy-CF",0.0144985598027972
"UniRef90_A0A318HQ74","ev_complete_uniref_Healthy-CIvsHealthy-CF",0.0275264803084431
"UniRef90_C9MUM6","ev_complete_uniref_Healthy-CIvsHealthy-CF",0.0367436166952227
"UniRef90_E7RXG0","ev_complete_uniref_Healthy-CIvsHealthy-CF",0.00994045543970889
"UniRef90_E7RYC5","ev_complete_uniref_Healthy-CIvsHealthy-CF",0.0176792412221679
"UniRef90_F9EDQ2","ev_complete_uniref_Healthy-CIvsHealthy-CF",0.0203406196110862
"UniRef90_L1NQ05","ev_complete_uniref_Healthy-CIvsHealthy-CF",0.00339760419077592
"UniRef90_U1QP00","ev_complete_uniref_Healthy-CIvsHealthy-CF",0.0432178444028116
"UniRef90_U2BYZ5","ev_complete_uniref_Healthy-CIvsHealthy-CF",0.0350015053888417
"UniRef90_U2C1G8","ev_complete_uniref_Healthy-CIvsHealthy-CF",0.0479714868570989
"UniRef90_U2KZ56","ev_complete_uniref_Healthy-CIvsHealthy-CF",0.0479714868570989
"UniRef90_U2LXT4","ev_complete_uniref_Healthy-CIvsHealthy-CF",0.0404903185586282
"UniRef90_W2VC95","ev_complete_uniref_Healthy-CIvsHealthy-CF",0.0424944635735167
"UniRef90_X8H3M8","ev_complete_uniref_Healthy-CIvsHealthy-CF",0.0428876256875672
