"gene_family","SRR23351002","SRR23351003","SRR23351004","SRR23351005","SRR23351006","SRR23351007","SRR23351008","SRR23351009","SRR23351010","SRR23351011","SRR23351012","SRR23351013","SRR23351014","SRR23351015","SRR23351016","SRR23351017","SRR23351018","SRR23351019","SRR23351020","SRR23351021","SRR23351022","SRR23351023","SRR23351024","SRR23351025"
"UniRef90_W2CGF0",0,0,0,22.2222222222,21.7391304348,0,0,0,128.7390318446,0,0,0,0,20.8333333333,0,0,0,0,0,0,0,0,0,0
"UniRef90_W2CHB7",0,0,0,0,0,0,0,0,0,8.2644628099,0,0,0,49.7245179063,0,0,0,0,0,89.954262635,0,0,0,0
"UniRef90_W2CIC4",0,0,0,0,0,0,0,0,0,15.9415285451,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UniRef90_W2CII2",0,0,12.3456790123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UniRef90_W2CIW7",0,0,0,0,0,0,0,0,0,18.4541966126,0,0,20.7532051282,0,10.3896804836,0,0,0,0,0,0,0,0,0
"UniRef90_W2CJI7",0,0,0,0,0,0,0,7.1428571429,0,0,0,0,0,0,0,0,0,0,0,14.3892339545,0,0,0,0
"UniRef90_W2CR80",0,0,31.0162379128,0,0,0,0,0,0,21.1086179673,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UniRef90_W2CSC7",0,0,0,0,16.8067226891,0,0,0,0,20.7049154418,0,0,16.5289256198,0,0,62.6938413824,0,0,0,0,0,0,0,0
"UniRef90_W2CTG9",0,45.2449953945,128.8585339669,0,0,0,0,0,8.547008547,0,0,0,43.7167415134,93.8722294654,0,0,0,0,0,27.408832778,17.094017094,0,0,0
"UniRef90_W2VC95",0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.153366009,0,0,0,0,0,0,0,0,26.9437947583
"UniRef90_W2VDD7",0,0,0,33.9963323459,0,0,0,0,17.8571428571,0,0,0,0,0,0,0,0,17.094017094,0,19.6078431373,0,0,0,19.5126594327
"UniRef90_X6PXX3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.4223602484,0,0
"UniRef90_X8H3M8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.2592592593,0,0,0,0,0,0,0,0,0
"UniRef90_X8HWZ7",0,0,0,0,16.2601626016,0,0,0,15.503875969,42.9699568615,8.6956521739,0,0,0,0,0,0,0,0,0,0,0,0,0
"UniRef90_X8I528",73.5714285714,44.9494949495,325.6978800717,0,522.3134585744,0,279.6509717294,125.6313131313,49.6194824962,2015.535054355,16.1290322581,0,210.3767910423,30.303030303,107.7380150821,0,99.8037193159,17.8571428571,0,40.0793650794,154.9182917115,0,0,21.7391304348
"UniRef90_X8IBS7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.1951219512,0,0,0,0,0
